Title,Review
Worth every penny,Excellent phone.Superb battery.Outstanding Camera Performance.Processor is also great.Display is not that good.But overall features are balanced.Price of the phone also justifies.READ MORE
Worth the money,"I like this phone.As their is kind of premium feeling in this price range. Over all it's performance is good enough for a normal user. And it not a bad phone as people say about it.I found it great in over all performance. it's battery life and camera all things are well managed. And it's look is very premium.If someone ask for it ,I say go for it.READ MORE"
Nice,It's good mobile worth for priceREAD MORE
Simply awesome,Its average good mobileREAD MORE
Fabulous!,"one of the most popular phone in this price. Camera,touch, battery everything is working fine. I am happy with this productREAD MORE"
Perfect product!,Very beautiful and smart product.Thank you Flipkart.READ MORE
Mind-blowing purchase,Phone is good but screen doesn't work properly when placed still on groundREAD MORE
Just wow!,"rear camera 48 MP expectedbut when i click picture its getting spreads after zoom ??there is no back cover with mobile??otherwise battery , screen, touch, front camera, processor, look all is awesome!!!delivery boys also good person thanks to flipkart??plzzz think about mobile protection ??????READ MORE"
Wonderful,I loved it.READ MORE
Best in the market!,So good  I'm so happyREAD MORE
Pretty good,"camera is not upto the mark , rest all features and specification are goodREAD MORE"
Very Good,It was really good productREAD MORE
Value-for-money,Nice phoneREAD MORE
Highly recommended,As of now going well. Happy with it.READ MORE
Must buy!,Very good purchase and I'm very much satisfiedI just love it??READ MORE
Terrific purchase,Good productREAD MORE
Good choice,Very good qualityREAD MORE
Perfect product!,best phone  in this price range ...this is Awesome ??????READ MORE
Fabulous!,Simply awesome. Go for itREAD MORE
Fabulous!,Awesome camera??READ MORE
Worth the money,"Product is good and happy with it,READ MORE"
Awesome,"Samsung now giving value for money phones, good features in low prices.READ MORE"
Awesome,Very nice product.I love this productREAD MORE
Super!,Nice productREAD MORE
Bad quality,"I have been using it since 3 weeks..within 2 nd week ..phone started to hang during usage though I haven't downloaded any other apps..battery performance was not as expected ..it was draining very fast..camera quality is  really good ..its not actually value for money..I purchased it for 16,500..its never a budget phone and it's better not to try this model..overall..its not a value for moneyREAD MORE"
Wonderful,Nice phone.....excellent display and features are also really good. It is worth its price. The storage is also good. Really amazingREAD MORE
Brilliant,Good productREAD MORE
Brilliant,It's good phone .no hanging issue and good camera clarity .battery backup also good. Value for moneyREAD MORE
Great product,"It was an excellent mobile when my Mobile's  before, Excellent camera and Excellent style.READ MORE"
Mind-blowing purchase,Nice productREAD MORE
Highly recommended,"Awesome product from samsung, more than value for money,READ MORE"
Decent product,This phone is bit costly which hangs but battery is good. Camera is average & it is user friendly.Basically it is good to buy right now because don't wanted to buy Chinese one even if I had to pay 2000 extra no worries.READ MORE
Nice product,Cool productThe battery lasts really long.Cam's pretty good A smooth overall experience in general.A little overpriced if you're not planning to buy it with a discountREAD MORE
Best in the market!,Good mobile in low budgetI am very happy with this samsung galaxy a21sREAD MORE
Did not meet expectations,Awesome product must buyREAD MORE
Fabulous!,Very good ??????READ MORE
Must buy!,This is really awesome phone....The quality of camera is so excellent and touch and weight have a good quality....I love this mobile .READ MORE
Mind-blowing purchase,"GOOD N BEST PHONE IN THIS COST, GOOD DESIGN N PERFORMANCE IS BESTREAD MORE"
Value-for-money,Nice phoneREAD MORE
Fair,Touch problem is there in smartphoneREAD MORE
Best in the market!,I buy this phone used for one month and according  to my experience  the phone was excellent and battery  backup  excellent all over goodWith valuable  priceREAD MORE
Brilliant,Exchange with my old phone but got less value of old phone. Samsung a21s is good for use.READ MORE
Just wow!,Good budget phone.Quality & battery backup is awesome.Only negative point is ear phone not provided.Rest all are AwesomeREAD MORE
Very poor,Not so goodREAD MORE
Worth every penny,Very good ??????READ MORE
Worth the money,GoodREAD MORE
Absolute rubbish!,Low clarity cameraREAD MORE
Super!,Nice productREAD MORE
Bad quality,"I have been using it since 3 weeks..within 2 nd week ..phone started to hang during usage though I haven't downloaded any other apps..battery performance was not as expected ..it was draining very fast..camera quality is  really good ..its not actually value for money..I purchased it for 16,500..its never a budget phone and it's better not to try this model..overall..its not a value for moneyREAD MORE"
Wonderful,Nice phone.....excellent display and features are also really good. It is worth its price. The storage is also good. Really amazingREAD MORE
Brilliant,Good productREAD MORE
Brilliant,It's good phone .no hanging issue and good camera clarity .battery backup also good. Value for moneyREAD MORE
Great product,"It was an excellent mobile when my Mobile's  before, Excellent camera and Excellent style.READ MORE"
Mind-blowing purchase,Nice productREAD MORE
Highly recommended,"Awesome product from samsung, more than value for money,READ MORE"
Decent product,This phone is bit costly which hangs but battery is good. Camera is average & it is user friendly.Basically it is good to buy right now because don't wanted to buy Chinese one even if I had to pay 2000 extra no worries.READ MORE
Nice product,Cool productThe battery lasts really long.Cam's pretty good A smooth overall experience in general.A little overpriced if you're not planning to buy it with a discountREAD MORE
Best in the market!,Good mobile in low budgetI am very happy with this samsung galaxy a21sREAD MORE
Did not meet expectations,Awesome product must buyREAD MORE
Fabulous!,Very good ??????READ MORE
Must buy!,This is really awesome phone....The quality of camera is so excellent and touch and weight have a good quality....I love this mobile .READ MORE
Mind-blowing purchase,"GOOD N BEST PHONE IN THIS COST, GOOD DESIGN N PERFORMANCE IS BESTREAD MORE"
Value-for-money,Nice phoneREAD MORE
Fair,Touch problem is there in smartphoneREAD MORE
Best in the market!,I buy this phone used for one month and according  to my experience  the phone was excellent and battery  backup  excellent all over goodWith valuable  priceREAD MORE
Brilliant,Exchange with my old phone but got less value of old phone. Samsung a21s is good for use.READ MORE
Just wow!,Good budget phone.Quality & battery backup is awesome.Only negative point is ear phone not provided.Rest all are AwesomeREAD MORE
Super!,niceREAD MORE
Value-for-money,Some thing it is good not fully satisfiedREAD MORE
Best in the market!,GoodREAD MORE
Must buy!,Looking goodREAD MORE
Worth every penny,It's a wonderful phone and its job was excellent in all areas but it just  disappointed me at storage.but it was a best excellent phoneREAD MORE
Good quality product,NiceREAD MORE
Best in the market!,This phone is the best. When I got it and opened it. it is amazing look and camera is very good.READ MORE
Perfect product!,Osm very nice wonderful I am Very happyREAD MORE
Perfect product!,For 5 hours also it is not heatingREAD MORE
Very Good,NiceREAD MORE
Terrific purchase,The  battery consumption is very low.Very smoothable in usingREAD MORE
Very Good,BestREAD MORE
Highly recommended,Bhahut mustREAD MORE
Best in the market!,Super duperREAD MORE
Value-for-money,GoodREAD MORE
Pretty good,Overall gudREAD MORE
Terrific,Need super charger to charge the phoneREAD MORE
Hated it!,Phone gets automatically restarts while you're in middle of using it.READ MORE
Brilliant,I LIKE THIS MOBILE VERY MUCH THIS PHONE HAS VERY ATRACTIVE LOOKREAD MORE
Really Nice,Super mobile and money savingREAD MORE
Worth every penny,I using now this phone is very nice and it's battery backup is so good ..READ MORE
Does the job,Ok & OkREAD MORE
Very Good,NiceREAD MORE
Super!,SuperREAD MORE
Simply awesome,UI is not that good Otherwise the phone is very goodREAD MORE
Classy product,Nice ??READ MORE
Classy product,Good lookingREAD MORE
Decent product,I bought phone after 15 days charging slot is damaged . Waste of money.READ MORE
Fair,Good productREAD MORE
Must buy!,"Nice phone,I love samsungREAD MORE"
Mind-blowing purchase,I like itREAD MORE
Wonderful,gudREAD MORE
Awesome,GoodREAD MORE
Highly recommended,Super cameraSuper displayREAD MORE
Classy product,"Nice phone with good features in an affordable price must buy this,READ MORE"
Nice product,Good mobael but camera not satisfiedREAD MORE
Good,GoodREAD MORE
Worth the money,Nice phoneREAD MORE
Just wow!,Very nice phone worthy Good in performanceREAD MORE
Perfect product!,Nice productREAD MORE
Good quality product,Ausome phonrREAD MORE
Fabulous!,GoodREAD MORE
Awesome,GoodREAD MORE
Just wow!,ExcellentREAD MORE
Good,Display not upto markREAD MORE
Perfect product!,Good phone ????READ MORE
Wonderful,Nice productREAD MORE
Good choice,Review based on functions 1.camera quality both 10/102. Processor  8/103. Touch 5/104. Battery 9/105. Look 8/10Overall rating is 8/10A good quality mobile in this range.READ MORE
Just wow!,AwesomeREAD MORE
Terrific purchase,Good Phone in Good Price!!!!READ MORE
Wonderful,Nice phoneREAD MORE
Terrific,Regularly going sllep modePlease solve some problemsREAD MORE
Highly recommended,GoodREAD MORE
Nice,Good phoneREAD MORE
Delightful,It's okREAD MORE
